Orthogroup	arabidopsis	lettuce	maize	medicago	melon	rice	safflower	tobacco	tomato	watermelon
OG0000523	GO:0006508,GO:0008236					GO:0006508,GO:0008236				
OG0000524										
OG0000525										
OG0000526				GO:0003723				GO:0003723		
OG0000527					GO:0016616,GO:0051287			GO:0016616,GO:0051287		
OG0000528	GO:0046983									
OG0000529		GO:0008194	GO:0008194							
OG0000530										
OG0000531	GO:0003924,GO:0005525									
OG0000532										
OG0000533	GO:0004672,GO:0005524,GO:0006468					GO:0004672,GO:0006468				
OG0000534										
OG0000535	GO:0003700,GO:0006355,GO:0043565			GO:0003700,GO:0006355,GO:0043565	GO:0003700,GO:0006355,GO:0043565	GO:0003700,GO:0006355,GO:0043565		GO:0003700,GO:0006355,GO:0043565		
OG0000536		GO:0004672,GO:0005524,GO:0006468		GO:0004672,GO:0005524,GO:0006468						
OG0000537										
OG0000538		GO:0004672,GO:0004674,GO:0005524,GO:0006468,GO:0016020,GO:0030247		GO:0004672,GO:0005524,GO:0006468,GO:0030247						
OG0000539		GO:0003677,GO:0003700,GO:0005634,GO:0006355,GO:0046983								
OG0000540		GO:0003677,GO:0003700,GO:0005634,GO:0006355,GO:0046983		GO:0003677,GO:0003700,GO:0005634,GO:0006355,GO:0046983		GO:0003677,GO:0003700,GO:0005634,GO:0006355,GO:0046983				
OG0000541										
OG0000542										
OG0000543										
OG0000544										
OG0000545										
OG0000546										
OG0000547				GO:0007165,GO:0043531,GO:0046872						
OG0000548										
OG0000549										
OG0000550										
OG0000551										
OG0000552										
OG0000553					GO:0003723					
OG0000554										
OG0000555	GO:0005515			GO:0005515				GO:0005515		
OG0000556	GO:0003700,GO:0006355	GO:0003700,GO:0006355						GO:0003700,GO:0006355		
OG0000557	GO:0007165			GO:0007165						
OG0000558										
OG0000559	GO:0003700,GO:0006355,GO:0043565	GO:0003700,GO:0006355,GO:0043565	GO:0003700,GO:0006355,GO:0043565	GO:0003700,GO:0006355,GO:0043565	GO:0003700,GO:0006355,GO:0043565	GO:0003700,GO:0006355,GO:0043565	GO:0003700,GO:0006355,GO:0043565	GO:0003700,GO:0006355,GO:0043565		
OG0000560								GO:0016788		
OG0000561										
OG0000562										
OG0000563										
OG0000564					GO:0005515					
OG0000565								GO:0003700,GO:0006355		
OG0000566		GO:0003677,GO:0006355		GO:0003677,GO:0006355	GO:0003677,GO:0006355			GO:0003677,GO:0006355		
OG0000567		GO:0016020,GO:0016760,GO:0030244	GO:0016020,GO:0016760,GO:0030244	GO:0016020,GO:0016760,GO:0030244	GO:0016020,GO:0016760,GO:0030244	GO:0016020,GO:0016760,GO:0030244		GO:0016020,GO:0016760,GO:0030244	GO:0016020,GO:0016760,GO:0030244	
OG0000568			GO:0005507,GO:0016491			GO:0005507,GO:0016491		GO:0005507,GO:0016491		
OG0000569										
OG0000570						GO:0004499,GO:0050660,GO:0050661			GO:0004499,GO:0050660,GO:0050661	
OG0000571										
OG0000572				GO:0005515,GO:0043531						
OG0000573										
OG0000574	GO:0022857,GO:0055085							GO:0022857,GO:0055085		
OG0000575										
OG0000576	GO:0000160			GO:0000160	GO:0000160					
OG0000577										
OG0000578										
OG0000579										
OG0000580										
OG0000581										
OG0000582	GO:0004672,GO:0005515,GO:0006468	GO:0004672,GO:0005515,GO:0005524,GO:0006468		GO:0004672,GO:0005515,GO:0006468	GO:0004672,GO:0005515,GO:0006468	GO:0004672,GO:0005515,GO:0005524,GO:0006468		GO:0004672,GO:0005515,GO:0005524,GO:0006468		
OG0000583	GO:0004672,GO:0005524,GO:0006468		GO:0004672,GO:0005524,GO:0006468	GO:0004672,GO:0005524,GO:0006468		GO:0004672,GO:0005524,GO:0006468		GO:0004672,GO:0005524,GO:0006468		
OG0000584										
OG0000585										
OG0000586										
OG0000587	GO:0008194			GO:0008194	GO:0008194	GO:0008194		GO:0008194		
OG0000588										
OG0000589										
OG0000590	GO:0004427,GO:0009678,GO:0016020,GO:1902600							GO:0004427,GO:0009678,GO:0016020,GO:1902600		
OG0000591		GO:0004672,GO:0004674,GO:0006468		GO:0004672,GO:0006468				GO:0004672,GO:0004674,GO:0006468		
OG0000592										
OG0000593		GO:0043531						GO:0043531	GO:0043531	
OG0000594										
OG0000595										
OG0000596										
OG0000597										
OG0000598	GO:0016787									
OG0000599										
OG0000600										
OG0000601	GO:0022857,GO:0055085	GO:0022857,GO:0055085		GO:0022857,GO:0055085	GO:0022857,GO:0055085	GO:0022857,GO:0055085				
OG0000602				GO:0003777,GO:0005515,GO:0005524,GO:0007018,GO:0008017				GO:0003777,GO:0005515,GO:0005524,GO:0007018,GO:0008017		
OG0000603										
OG0000604						GO:0004559,GO:0006013				
OG0000605										
OG0000606										
OG0000607	GO:0003677				GO:0003677					
OG0000608	GO:0004672,GO:0005509,GO:0005524,GO:0006468	GO:0004672,GO:0005509,GO:0005524,GO:0006468			GO:0004672,GO:0005509,GO:0005524,GO:0006468		GO:0004672,GO:0005509,GO:0005524,GO:0006468	GO:0004672,GO:0005509,GO:0005524,GO:0006468		GO:0004672,GO:0005509,GO:0005524,GO:0006468
OG0000609	GO:0003700,GO:0006355	GO:0003700,GO:0006355		GO:0003700,GO:0006355	GO:0003700,GO:0006355	GO:0003700,GO:0006355		GO:0003700,GO:0006355	GO:0003700,GO:0006355	
OG0000610										
OG0000611	GO:0003700,GO:0006355								GO:0003700,GO:0006355	
OG0000612	GO:0016020,GO:0016760,GO:0030244				GO:0016020,GO:0016760,GO:0030244					
OG0000613	GO:0003723	GO:0003723								
OG0000614	GO:0004672,GO:0006468	GO:0004672,GO:0005524,GO:0006468		GO:0004672,GO:0005524,GO:0006468				GO:0004672,GO:0006468		
OG0000615	GO:0004553,GO:0005975			GO:0004553,GO:0005975				GO:0004553,GO:0005975		
OG0000616										
OG0000617										
OG0000618				GO:0004672,GO:0006468	GO:0004672,GO:0006468	GO:0004672,GO:0006468		GO:0004672,GO:0006468		
OG0000619										
OG0000620				GO:0005509	GO:0005509			GO:0005509		
OG0000621										
OG0000622										
OG0000623										
OG0000624	GO:0008168					GO:0008168				
OG0000625								GO:0003824		
OG0000626										
OG0000627										
OG0000628	GO:0004866			GO:0004866				GO:0004866		
OG0000629	GO:0003924,GO:0005525		GO:0003924,GO:0005525					GO:0003924,GO:0005525		
OG0000630										
OG0000631										
OG0000632										
OG0000633										
OG0000634										
OG0000635								GO:0003924,GO:0005525		
OG0000636						GO:0005985,GO:0016157,GO:0016757		GO:0005985,GO:0016157,GO:0016757		
OG0000637	GO:0005384,GO:0030026			GO:0005384,GO:0030026						GO:0005384,GO:0030026
OG0000638										
OG0000639										
OG0000640	GO:0003872,GO:0006096			GO:0003872,GO:0006096	GO:0003872,GO:0006096					
OG0000641	GO:0016740							GO:0016740	GO:0016740	
OG0000642										
OG0000643										
OG0000644										
OG0000645				GO:0004672,GO:0005524,GO:0006468	GO:0004672,GO:0005524,GO:0006468			GO:0004672,GO:0006468,GO:0048544		
OG0000646										
OG0000647										
OG0000648			GO:0000413,GO:0003755							
OG0000649	GO:0004497,GO:0005506,GO:0016705,GO:0020037	GO:0004497,GO:0005506,GO:0016705,GO:0020037		GO:0004497,GO:0005506,GO:0016705,GO:0020037						
OG0000650										
OG0000651										
OG0000652										
OG0000653										
OG0000654	GO:0016787	GO:0016787	GO:0016787	GO:0016787		GO:0016787			GO:0016787	GO:0016787
OG0000655					GO:0004672,GO:0006355,GO:0006468	GO:0006355				
OG0000656	GO:0006099,GO:0008964,GO:0015977	GO:0006099,GO:0008964,GO:0015977		GO:0006099,GO:0008964,GO:0015977				GO:0006099,GO:0008964,GO:0015977		
OG0000657										
OG0000658										
OG0000659										
OG0000660	GO:0005992	GO:0005992		GO:0005992	GO:0005992	GO:0005992		GO:0005992		
OG0000661	GO:0004672,GO:0004674,GO:0006468,GO:0048544									
OG0000662										
OG0000663										
OG0000664	GO:0004672,GO:0005524,GO:0006468	GO:0004672,GO:0005524,GO:0006468								
OG0000665					GO:0004672,GO:0005524,GO:0006468				GO:0004672,GO:0005524,GO:0006468	
OG0000666	GO:0015297,GO:0016020,GO:0042910,GO:0055085	GO:0015297,GO:0016020,GO:0042910,GO:0055085		GO:0015297,GO:0016020,GO:0042910,GO:0055085		GO:0015297,GO:0016020,GO:0042910,GO:0055085		GO:0015297,GO:0016020,GO:0042910,GO:0055085	GO:0015297,GO:0016020,GO:0042910,GO:0055085	
OG0000667										
OG0000668		GO:0008270		GO:0008270				GO:0008270		
OG0000669										
OG0000670										
OG0000671										
OG0000672	GO:0004672,GO:0005515,GO:0005524,GO:0006468			GO:0004672,GO:0005515,GO:0005524,GO:0006468		GO:0004672,GO:0005515,GO:0005524,GO:0006468				
OG0000673					GO:0009058,GO:0030170					
OG0000674									GO:0015078,GO:0033177,GO:1902600	
OG0000675										
OG0000676										
OG0000677										
OG0000678										
OG0000679										
OG0000680										
OG0000681										
OG0000682										
OG0000683	GO:0016020					GO:0016020		GO:0016020	GO:0016020	
OG0000684										
OG0000685					GO:0016020					
OG0000686				GO:0003700,GO:0006355,GO:0043565	GO:0003700,GO:0006355,GO:0043565			GO:0003700,GO:0006355,GO:0043565		
OG0000687	GO:0004672,GO:0005509,GO:0005524,GO:0006468	GO:0004672,GO:0005509,GO:0005524,GO:0006468			GO:0004672,GO:0005509,GO:0005524,GO:0006468	GO:0004672,GO:0005509,GO:0005524,GO:0006468		GO:0004672,GO:0005509,GO:0005524,GO:0006468	GO:0004672,GO:0005509,GO:0005524,GO:0006468	
OG0000688										
OG0000689										
OG0000690										
OG0000691										
OG0000692										
OG0000693						GO:0046872				
OG0000694	GO:0005515			GO:0005515	GO:0005515	GO:0005515		GO:0005515		
OG0000695	GO:0010181,GO:0016491			GO:0010181,GO:0016491	GO:0010181,GO:0016491			GO:0010181,GO:0016491		
OG0000696										
OG0000697										
OG0000698										
OG0000699		GO:0003723		GO:0003723						
OG0000700										
OG0000701							GO:0016020,GO:0022857,GO:0055085			
OG0000702										
OG0000703										
OG0000704	GO:0003700,GO:0006355	GO:0003700,GO:0006355		GO:0003700,GO:0006355	GO:0003700,GO:0006355			GO:0003700,GO:0006355		
OG0000705										
OG0000706	GO:0016747		GO:0016747	GO:0016747	GO:0016747			GO:0016747		
OG0000707										
OG0000708	GO:0016020,GO:0022857,GO:0055085	GO:0016020,GO:0022857,GO:0055085								
OG0000709		GO:0004672,GO:0005524,GO:0006468		GO:0004672,GO:0005524,GO:0006468				GO:0004672,GO:0005524,GO:0006468		
OG0000710	GO:0016020,GO:0030001,GO:0046873,GO:0055085	GO:0016020,GO:0030001,GO:0046873,GO:0055085				GO:0016020,GO:0030001,GO:0046873,GO:0055085			GO:0016020,GO:0030001,GO:0046873,GO:0055085	
OG0000711										
OG0000712										
OG0000713								GO:0008194		
OG0000714										
OG0000715				GO:0005515,GO:0043531						
OG0000716										
OG0000717										
OG0000718	GO:0004601,GO:0006979,GO:0020037			GO:0004601,GO:0006979,GO:0020037		GO:0004601,GO:0006979,GO:0020037				
OG0000719										
OG0000720										
OG0000721										
OG0000722	GO:0004144,GO:0045017		GO:0004144,GO:0045017			GO:0004144,GO:0045017			GO:0004144,GO:0045017	
OG0000723										
OG0000724										
OG0000725								GO:0005524,GO:0016887		
OG0000726	GO:0006952,GO:0016020									
OG0000727		GO:0005524,GO:0046034,GO:1902600								
OG0000728	GO:0016020,GO:0055085			GO:0016020,GO:0055085	GO:0016020,GO:0055085	GO:0016020,GO:0055085	GO:0016020,GO:0055085	GO:0016020,GO:0055085		
OG0000729										
OG0000730										
OG0000731						GO:0016616,GO:0051287				
OG0000732									GO:0004650,GO:0005975	
OG0000733	GO:0016020	GO:0016020		GO:0016020				GO:0016020		
OG0000734										
OG0000735										
OG0000736										
OG0000737										
OG0000738	GO:0004672,GO:0005524,GO:0006468	GO:0004672,GO:0005524,GO:0006468								
OG0000739										
OG0000740				GO:0006520,GO:0016491						
OG0000741	GO:0004672,GO:0005524,GO:0006468	GO:0004672,GO:0005524,GO:0006468	GO:0004672,GO:0006468		GO:0004672,GO:0005524,GO:0006468			GO:0004672,GO:0005524,GO:0006468		GO:0004672,GO:0005524,GO:0006468
OG0000742										
OG0000743								GO:0003677,GO:0005515		
OG0000744										
OG0000745										
OG0000746										
OG0000747										
OG0000748										
OG0000749										
OG0000750										
OG0000751										
OG0000752										
OG0000753										
OG0000754										
OG0000755				GO:0003774,GO:0005515,GO:0005524,GO:0016459	GO:0003774,GO:0005515,GO:0005524,GO:0016459	GO:0003774,GO:0005515,GO:0005524,GO:0016459				
OG0000756										
OG0000757										
OG0000758										
OG0000759										
OG0000760										
OG0000761										
OG0000762	GO:0016020,GO:0016757							GO:0016020,GO:0016757		
OG0000763	GO:0006820,GO:0016020							GO:0006820,GO:0016020		
OG0000764	GO:0006629,GO:0008081							GO:0006629,GO:0008081		
OG0000765									GO:0008171	
OG0000766										
OG0000767										
OG0000768										
OG0000769										
OG0000770										
OG0000771		GO:0004672,GO:0006468				GO:0004672,GO:0006468				
OG0000772				GO:0015031,GO:0016020						
OG0000773	GO:0004672,GO:0005524,GO:0006468									
OG0000774										
OG0000775										
OG0000776										
OG0000777										
OG0000778			GO:0009055	GO:0009055		GO:0009055		GO:0009055		
OG0000779										
OG0000780		GO:0016020,GO:0022857,GO:0055085		GO:0016020,GO:0022857,GO:0055085				GO:0016020,GO:0022857,GO:0055085		
OG0000781	GO:0004672,GO:0006468	GO:0004672,GO:0006468		GO:0004672,GO:0005524,GO:0006468	GO:0004672,GO:0006468	GO:0004672,GO:0006468		GO:0004672,GO:0006468		
OG0000782	GO:0016830,GO:0019752,GO:0030170			GO:0016830,GO:0019752,GO:0030170	GO:0016830,GO:0019752,GO:0030170	GO:0016830,GO:0019752,GO:0030170		GO:0016830,GO:0019752,GO:0030170	GO:0016830,GO:0019752,GO:0030170	
OG0000783	GO:0005506,GO:0008610,GO:0016491				GO:0005506,GO:0008610,GO:0016491	GO:0005506,GO:0008610,GO:0016491		GO:0005506,GO:0008610,GO:0016491		
OG0000784	GO:0004672,GO:0004674,GO:0005524,GO:0006468			GO:0004672,GO:0004674,GO:0005524,GO:0006468				GO:0004672,GO:0004674,GO:0005524,GO:0006468	GO:0004672,GO:0004674,GO:0005524,GO:0006468	
OG0000785										
OG0000786										
OG0000787										
OG0000788										
OG0000789				GO:0005515						
OG0000790										
OG0000791						GO:0005515				
OG0000792										
OG0000793				GO:0007165,GO:0043531						
OG0000794										
OG0000795										
OG0000796										
OG0000797										
OG0000798	GO:0007165,GO:0043531									
OG0000799										
OG0000800										
OG0000801				GO:0016020						
OG0000802	GO:0005515									
OG0000803	GO:0004672,GO:0005524,GO:0006468			GO:0004672,GO:0006468						
OG0000804										
OG0000805	GO:0016020,GO:0022857,GO:0055085			GO:0016020,GO:0022857,GO:0055085						
OG0000806					GO:0016020					
OG0000807										
OG0000808										
OG0000809	GO:0005992				GO:0005992	GO:0005992				
OG0000810										
OG0000811	GO:0005515	GO:0005515		GO:0005515	GO:0005515			GO:0005515		
OG0000812										
OG0000813								GO:0005524,GO:0005975,GO:0016773		
OG0000814										
OG0000815		GO:0046983						GO:0046983		
OG0000816					GO:0004553,GO:0005975			GO:0004553,GO:0005975		
OG0000817			GO:0016740			GO:0016740				
OG0000818				GO:0003924,GO:0005525						
OG0000819										
OG0000820	GO:0016020,GO:0055085			GO:0016020,GO:0055085						
OG0000821										
OG0000822										
OG0000823	GO:0003677,GO:0003899,GO:0006351	GO:0003677,GO:0003899,GO:0006351						GO:0003677,GO:0003899,GO:0006351		
OG0000824										
OG0000825										
OG0000826										
OG0000827										
OG0000828										
OG0000829										
OG0000830	GO:0015297,GO:0016020,GO:0042910,GO:0055085				GO:0015297,GO:0016020,GO:0042910,GO:0055085				GO:0015297,GO:0016020,GO:0042910,GO:0055085	
OG0000831	GO:0004553,GO:0005975			GO:0004553,GO:0005975				GO:0004553,GO:0005975		
OG0000832										
OG0000833										
OG0000834										
OG0000835	GO:0008194				GO:0008194			GO:0008194		
OG0000836								GO:0008270		
OG0000837		GO:0000160				GO:0000160				
OG0000838								GO:0003676,GO:0004523,GO:0008270		
OG0000839										
OG0000840										
OG0000841	GO:0003735,GO:0005840,GO:0006412			GO:0003735,GO:0005840,GO:0006412						
OG0000842										
OG0000843										
OG0000844	GO:0015079,GO:0016020,GO:0071805			GO:0015079,GO:0016020,GO:0071805		GO:0015079,GO:0016020,GO:0071805				
OG0000845										
OG0000846										
OG0000847								GO:0000155,GO:0000160,GO:0005515,GO:0007165		
OG0000848										
OG0000849										
OG0000850										
OG0000851										
OG0000852			GO:0005515	GO:0005515		GO:0005515				
OG0000853	GO:0031072,GO:0051082	GO:0031072,GO:0051082						GO:0031072,GO:0051082		
OG0000854	GO:0005515,GO:0006606,GO:0061608							GO:0005515,GO:0006606,GO:0061608		
OG0000855										
OG0000856										
OG0000857	GO:0005524,GO:0016887									
OG0000858										
OG0000859		GO:0004420,GO:0015936		GO:0004420,GO:0015936				GO:0004420,GO:0015936	GO:0004420,GO:0015936	
OG0000860					GO:0016020,GO:0022857,GO:0055085					
OG0000861										
OG0000862										
OG0000863										
OG0000864										
OG0000865										
OG0000866										
OG0000867										
OG0000868										
OG0000869	GO:0005515	GO:0005515		GO:0005515	GO:0005515		GO:0005515			
OG0000870	GO:0003924,GO:0005525			GO:0003924,GO:0005525					GO:0003924,GO:0005525	
OG0000871		GO:0005524,GO:0016887,GO:0140359	GO:0005524,GO:0016887,GO:0140359		GO:0005524,GO:0016887,GO:0140359	GO:0005524,GO:0016887,GO:0140359		GO:0005524,GO:0016887,GO:0140359		
OG0000872										
OG0000873										
OG0000874										
OG0000875										
OG0000876										
OG0000877						GO:0016791		GO:0016791	GO:0016791	
OG0000878										
OG0000879									GO:0046983	
OG0000880	GO:0004602,GO:0006979					GO:0004602,GO:0006979				
OG0000881										
OG0000882										
OG0000883										
OG0000884	GO:0005975	GO:0005975						GO:0005975		
OG0000885										
OG0000886										
OG0000887		GO:0003700,GO:0006355,GO:0043565								
OG0000888										
OG0000889										
OG0000890		GO:0004672,GO:0005524,GO:0006468	GO:0004672,GO:0005524,GO:0006468	GO:0004672,GO:0005524,GO:0006468		GO:0004672,GO:0005524,GO:0006468		GO:0004672,GO:0005524,GO:0006468		
OG0000891										
OG0000892										
OG0000893				GO:0007034				GO:0007034		
OG0000894										
OG0000895								GO:0003824		
OG0000896				GO:0004672,GO:0005509,GO:0005524,GO:0006468		GO:0004672,GO:0005509,GO:0005524,GO:0006468				
OG0000897	GO:0005524									
OG0000898								GO:0005384,GO:0030026		
OG0000899	GO:0004842,GO:0016567	GO:0004842,GO:0016567		GO:0004842,GO:0016567	GO:0004842,GO:0016567	GO:0004842,GO:0016567	GO:0004842,GO:0016567	GO:0004842,GO:0016567		
OG0000900	GO:0006629									
OG0000901		GO:0016830,GO:0019752,GO:0030170				GO:0016830,GO:0019752,GO:0030170				
OG0000902										
OG0000903			GO:0046983							
OG0000904			GO:0004553,GO:0005618,GO:0005975,GO:0016762,GO:0044042,GO:0048046							
OG0000905										
OG0000906							GO:0004332,GO:0006096		GO:0004332,GO:0006096	
OG0000907										
OG0000908										
OG0000909										
OG0000910										
OG0000911	GO:0007017,GO:0030286									
OG0000912						GO:0008168				
OG0000913										
OG0000914						GO:0003677,GO:0046983				
OG0000915										
OG0000916										
OG0000917										
OG0000918										
OG0000919										
OG0000920										
OG0000921	GO:0004601,GO:0006979,GO:0020037	GO:0004601,GO:0006979,GO:0020037							GO:0004601,GO:0006979,GO:0020037	
OG0000922										
OG0000923	GO:0003871,GO:0008270,GO:0008652,GO:0009086			GO:0003871,GO:0008270,GO:0008652,GO:0009086						
OG0000924										
OG0000925										
OG0000926	GO:0022857,GO:0055085		GO:0022857,GO:0055085	GO:0022857,GO:0055085	GO:0022857,GO:0055085			GO:0022857,GO:0055085		
OG0000927										
OG0000928										
OG0000929	GO:0005524,GO:0016020,GO:0016887,GO:0140359	GO:0005524,GO:0016020,GO:0016887,GO:0140359		GO:0005524,GO:0016020,GO:0016887,GO:0140359	GO:0005524,GO:0016020,GO:0016887,GO:0140359	GO:0005524,GO:0016020,GO:0016887,GO:0140359		GO:0005524,GO:0016020,GO:0016887,GO:0140359		
OG0000930										
OG0000931									GO:0003677,GO:0008289	
OG0000932	GO:0004672,GO:0005515,GO:0006468			GO:0004672,GO:0005515,GO:0006468				GO:0004672,GO:0005515,GO:0006468		
OG0000933										
OG0000934										
